Nitrogen,Phosphorus,Potassium,Temperature,pH,Rainfall,Crop,Fertilizer
56,76,16,28.27265858,7.513151076,63.29900785,blackgram,Urea
29,76,15,28.5417236,7.025607706,69.68862306,blackgram,Urea
43,61,20,26.87187036,6.804253866,63.51822045,blackgram,Urea
55,60,15,32.79766751,7.163043872,64.11411069,blackgram,Urea
44,63,15,26.42333018,7.338929556,63.46546487,blackgram,Urea
29,67,21,29.79181107,6.621323612,63.02169909,blackgram,Urea
47,63,16,27.44003279,6.661870999,72.50669768,blackgram,Urea
40,68,17,34.1262979,7.733149554,70.40795007,blackgram,Urea
58,61,15,30.94908189,7.402891666,62.78730907,blackgram,Urea
41,74,18,28.75751783,6.599147298,73.37686831,blackgram,Urea
58,79,17,27.24766491,7.04174124,62.31842057,blackgram,Urea
27,62,24,28.63005477,7.353876754,62.2737345,blackgram,Urea
27,60,17,26.41768321,7.026795359,64.42177127,blackgram,Urea
52,65,20,32.81705216,6.814301033,68.83924882,blackgram,Urea
44,55,25,29.6321052,7.42160832,71.16331975,blackgram,Urea
21,62,24,33.49077065,6.847382891,65.45328463,blackgram,Urea
60,59,22,31.86847286,7.191522601,74.22238583,blackgram,Urea
33,77,21,30.32992227,7.01285529,71.64631281,blackgram,Urea
59,58,17,28.546224,7.368318809,62.83469851,blackgram,Urea
29,63,17,30.02629908,7.26154329,66.47264636,blackgram,Urea
59,63,18,31.65531175,6.52669158,66.69096751,blackgram,Urea
29,70,15,30.33499674,6.872594461,74.16699119,blackgram,Urea
58,73,16,33.36984395,6.874142175,64.89517488,blackgram,Urea
55,77,22,31.4345059,7.76061831,64.77651469,blackgram,Urea
42,79,23,27.71678273,6.781841984,68.56507978,blackgram,Urea
44,77,21,32.63918668,7.326980454,61.83876146,blackgram,Urea
38,62,25,32.7477393,7.453975408,63.37784443,blackgram,Urea
32,76,15,28.05153602,7.604110177,43.35795377,lentil,MOP
13,61,22,19.44084326,7.728832424,46.83130119,lentil,MOP
38,60,20,29.84823072,7.491217102,46.80452595,lentil,MOP
11,74,17,21.36383757,6.633864582,46.6352865,lentil,MOP
37,71,16,26.28663931,7.324863481,46.13833007,lentil,MOP
29,71,18,22.17499963,6.410441476,53.46622584,lentil,MOP
2,72,18,26.57597546,7.836719564,50.89110726,lentil,MOP
6,59,21,26.58972517,6.139215944,50.90994463,lentil,MOP
13,64,20,19.1345771,6.590571088,36.46946971,lentil,MOP
8,58,17,28.75273118,7.286049978,35.15426171,lentil,MOP
6,77,20,25.78746268,6.058306161,49.14337177,lentil,MOP
2,75,22,23.89271875,6.658605362,52.55730112,lentil,MOP
3,69,23,28.67408774,7.299360767,42.96018627,lentil,MOP
27,80,24,28.42062847,7.815210661,49.02366803,lentil,MOP
39,78,15,21.35499456,5.925391795,41.78219834,lentil,MOP
40,79,17,21.12695586,6.403683619,38.71834464,lentil,MOP
37,62,22,24.02037872,7.397546271,49.78102578,lentil,MOP
31,60,24,25.40474421,7.722335992,51.92057267,lentil,MOP
22,67,22,29.03017561,7.475926645,54.9393771,lentil,MOP
3,78,18,20.21368219,6.887130053,50.89732989,lentil,MOP
4,80,16,29.19585548,7.441976825,44.93261911,lentil,MOP
13,61,24,18.29783597,7.629910253,49.39111479,lentil,MOP
12,66,20,27.41434987,7.336117221,44.43177543,lentil,MOP
4,61,21,24.84063998,6.75020529,48.77790371,lentil,MOP
9,60,21,29.94413861,7.52178027,40.37113729,lentil,MOP
18,66,22,25.87990287,6.347379185,47.89645224,lentil,MOP
32,56,18,20.0467711,7.135251532,46.05333124,lentil,MOP
6,72,15,22.99451999,7.670178119,54.49044154,lentil,MOP
15,77,20,25.13163619,7.399749291,49.04015558,lentil,MOP
0,65,24,28.49584395,7.841496029,53.14531023,lentil,MOP
30,79,22,18.28766124,6.254216611,48.60449438,lentil,MOP
3,63,16,24.38041875,6.868881708,53.13946695,lentil,MOP
2,78,23,21.31852148,7.320514721,45.42616802,lentil,MOP
10,78,18,18.54141834,6.296976913,44.07819743,lentil,MOP
14,67,25,25.28710601,7.241151936,49.37369982,lentil,MOP
39,65,23,25.43459777,7.685959305,41.02682925,lentil,MOP
19,72,15,28.83600962,6.890760124,44.08562546,lentil,MOP
18,57,21,27.37659643,6.155915975,49.47371773,lentil,MOP
31,58,15,28.31886863,6.167855382,45.36521251,lentil,MOP
28,58,25,27.4818649,6.861640036,37.81123974,lentil,MOP
5,65,19,18.28072173,6.978361689,48.80253285,lentil,MOP
16,65,19,27.61204997,7.043160241,42.72374404,lentil,MOP
34,65,19,23.43974653,5.94239222,45.40277297,lentil,MOP
14,69,19,20.95628486,7.239455147,52.39881209,lentil,MOP
22,55,16,23.7937153,6.516317561,49.73922097,lentil,MOP
24,61,17,22.6371424,6.233269045,38.30411077,lentil,MOP
2,79,15,21.53577883,7.505283615,35.75107592,lentil,MOP
26,63,17,29.87854588,6.950300686,44.95654782,lentil,MOP
27,61,15,25.2653291,6.958054839,48.33941188,lentil,MOP
24,70,16,25.17885316,6.54803469,35.03484812,lentil,MOP
13,74,25,24.12192608,6.461618577,44.23629285,lentil,MOP
6,64,23,23.33565221,7.065264073,36.18678721,lentil,MOP
12,58,23,21.74600081,6.765091462,50.43306085,lentil,MOP
32,79,22,27.60195453,5.91645379,54.37814199,lentil,MOP
6,68,18,24.388717,6.711341147,47.26052494,lentil,MOP
10,79,20,24.98287462,6.379881442,38.21370568,lentil,MOP
38,77,22,28.234829,6.313284268,35.36831423,lentil,MOP
17,74,17,26.03026959,7.393210848,37.11395801,lentil,MOP
26,68,24,28.04849594,7.504930973,37.15824966,lentil,MOP
23,75,17,24.87425505,7.198076286,48.28137482,lentil,MOP
32,78,22,23.97081395,7.007037515,53.40906048,lentil,MOP
19,79,19,20.06003985,6.677262562,42.89509057,lentil,MOP
22,60,18,19.59221047,6.74398035,41.7704893,lentil,MOP
28,69,16,29.77013109,6.547361618,35.69674138,lentil,MOP
1,67,21,27.52135365,6.551577598,48.06491307,lentil,MOP
12,67,23,25.62896213,6.585020303,45.49683991,lentil,MOP
36,67,20,20.39078312,6.924042372,53.31508572,lentil,MOP
28,70,21,25.39038396,7.437373666,39.18374505,lentil,MOP
12,71,19,24.91079638,7.142611056,42.19740397,lentil,MOP
22,68,16,27.70496805,7.74672376,37.46160727,lentil,MOP
26,66,22,18.06486101,6.300479414,51.54922825,lentil,MOP
16,65,16,18.13027797,6.078724107,50.6128521,lentil,MOP
14,59,22,23.82723528,6.76660668,46.90725077,lentil,MOP
33,59,19,23.19305333,7.641024177,49.55213308,lentil,MOP
21,63,17,25.08966129,6.559681838,41.45486619,lentil,MOP
0,69,21,25.86928193,7.072923306,36.68284038,lentil,MOP
10,75,17,18.43966037,7.732194788,39.00992137,lentil,MOP
30,61,18,27.14911056,6.157782589,52.50812701,lentil,MOP
0,74,17,23.33375853,7.240988401,47.01510708,lentil,MOP
35,74,22,26.7230014,6.898905799,42.87274897,lentil,MOP
7,63,24,19.55750776,6.818681086,53.04669416,lentil,MOP
9,56,17,26.13708256,6.261937875,46.48280681,lentil,MOP
14,74,15,27.99990346,6.493036868,49.94043064,lentil,MOP
14,76,20,29.05941162,7.042474679,36.5011366,lentil,MOP
36,65,16,25.71269843,7.692013657,50.17067771,lentil,MOP
28,67,21,21.79792649,6.250994223,46.62370222,lentil,MOP
28,79,16,24.70626432,6.052184881,53.12442925,lentil,MOP
40,61,22,20.94981756,7.002216044,44.23913012,lentil,MOP
10,70,19,24.84918386,7.272427638,41.61080544,lentil,MOP
12,80,19,21.91041045,5.962001484,36.10211371,lentil,MOP
37,77,20,25.93381964,7.080506001,51.02372773,lentil,MOP
0,67,22,29.82112112,6.593798387,51.56461082,lentil,MOP
7,73,25,27.52185591,7.28805662,45.20841071,lentil,MOP
10,56,18,27.99627907,7.32710972,46.10585191,lentil,MOP
39,70,15,20.76774783,6.366355781,47.9271552,lentil,MOP
26,56,22,23.05276444,7.011121216,52.60285259,lentil,MOP
9,77,17,21.65845777,6.280725549,38.07659414,lentil,MOP
4,59,19,26.25070298,7.621494566,40.8106299,lentil,MOP
34,73,15,20.97195263,7.630424083,53.10207889,lentil,MOP
33,77,15,23.89736406,7.802212437,40.74536757,lentil,MOP
2,24,38,24.55981624,5.922935513,111.9684622,pomegranate,Potassium Sulphate
6,18,37,19.65690085,5.937649578,108.0458926,pomegranate,Potassium Sulphate
8,26,36,18.78359608,6.804781106,102.5184759,pomegranate,Potassium Sulphate
37,18,39,24.1469628,6.424670614,110.2316633,pomegranate,Potassium Sulphate
0,27,38,22.44581266,6.738016221,109.3905998,pomegranate,Potassium Sulphate
31,25,38,24.96273236,6.497366677,109.4169192,pomegranate,Potassium Sulphate
21,21,38,22.5526059,6.327673765,104.8955643,pomegranate,Potassium Sulphate
6,30,40,22.77035608,6.36137446,106.9659201,pomegranate,Potassium Sulphate
25,27,41,19.20090378,6.923509371,108.0423555,pomegranate,Potassium Sulphate
15,11,38,23.12808226,6.630646083,109.3930157,pomegranate,Potassium Sulphate
14,5,36,24.92639065,5.832525853,104.7693804,pomegranate,Potassium Sulphate
16,10,41,24.77464458,6.738993954,105.7595811,pomegranate,Potassium Sulphate
36,7,37,19.8671184,5.782435567,108.3168858,pomegranate,Potassium Sulphate
4,20,41,24.26601316,6.537042717,104.5375109,pomegranate,Potassium Sulphate
29,22,40,23.62600218,6.145104401,107.6836871,pomegranate,Potassium Sulphate
16,15,42,19.67832052,6.890784045,108.5468633,pomegranate,Potassium Sulphate
18,27,41,22.36509395,7.175344328,104.8216333,pomegranate,Potassium Sulphate
11,18,42,21.57936934,5.938528744,102.8593382,pomegranate,Potassium Sulphate
5,15,38,18.26233221,5.709380472,108.0756727,pomegranate,Potassium Sulphate
18,23,44,23.71028128,6.184400085,105.6499907,pomegranate,Potassium Sulphate
9,8,40,22.48720144,6.553509673,111.6631582,pomegranate,Potassium Sulphate
40,27,45,21.6602498,5.885638185,112.4349689,pomegranate,Potassium Sulphate
22,23,44,20.13037175,6.143874691,107.3416913,pomegranate,Potassium Sulphate
9,16,39,18.41164435,6.101198974,105.1834976,pomegranate,Potassium Sulphate
12,29,40,19.68291173,6.594037135,111.2818551,pomegranate,Potassium Sulphate
0,17,42,23.20242586,6.859840821,109.0946323,pomegranate,Potassium Sulphate
2,21,44,18.92157197,6.56893406,102.8013275,pomegranate,Potassium Sulphate
28,6,40,22.10621387,6.769855664,106.8704803,pomegranate,Potassium Sulphate
8,23,44,18.47412402,7.130837931,108.4758509,pomegranate,Potassium Sulphate
29,16,36,19.81069447,5.740338002,102.860084,pomegranate,Potassium Sulphate
17,18,43,24.4880844,5.843005428,103.1969341,pomegranate,Potassium Sulphate
34,21,42,18.75927679,6.648687274,111.0196744,pomegranate,Potassium Sulphate
21,23,42,19.54128063,6.902751061,104.3739878,pomegranate,Potassium Sulphate
25,17,40,18.91251245,6.608023872,111.2800516,pomegranate,Potassium Sulphate
8,25,36,19.91330523,6.828522375,104.0277061,pomegranate,Potassium Sulphate
26,18,42,19.72620525,6.910374919,108.2287276,pomegranate,Potassium Sulphate
4,19,42,23.83185873,6.306605528,111.2232716,pomegranate,Potassium Sulphate
36,24,41,24.94467632,7.009180374,103.8799347,pomegranate,Potassium Sulphate
5,24,40,24.692258,6.297907579,104.6735454,pomegranate,Potassium Sulphate
19,17,39,24.72485577,6.728599215,111.2787584,pomegranate,Potassium Sulphate
39,30,38,20.12644921,6.965156738,108.065579,pomegranate,Potassium Sulphate
5,29,44,21.02432943,5.578095745,104.7847006,pomegranate,Potassium Sulphate
4,24,43,22.40423537,7.199504273,109.8695196,pomegranate,Potassium Sulphate
38,21,35,20.33691147,5.841367187,110.9653137,pomegranate,Potassium Sulphate
37,11,36,24.24779615,6.710143266,106.9216033,pomegranate,Potassium Sulphate
9,25,41,24.81530144,5.972714857,109.2853418,pomegranate,Potassium Sulphate
29,22,43,19.66329768,5.561851831,106.0380805,pomegranate,Potassium Sulphate
5,21,38,22.43377991,6.107054808,112.459697,pomegranate,Potassium Sulphate
22,26,38,22.92052307,6.988035315,110.2437841,pomegranate,Potassium Sulphate
4,18,37,22.91843172,7.13147457,106.2817706,pomegranate,Potassium Sulphate
21,6,41,24.88244467,7.086947687,107.1951707,pomegranate,Potassium Sulphate
29,21,45,23.40981539,6.749260456,105.2240743,pomegranate,Potassium Sulphate
23,5,44,21.20725375,7.16300467,107.5660804,pomegranate,Potassium Sulphate
13,7,43,18.20230419,7.013481515,109.6623974,pomegranate,Potassium Sulphate
5,13,37,22.34375696,5.648243649,103.3183074,pomegranate,Potassium Sulphate
27,24,41,24.32770134,6.610251186,110.4606459,pomegranate,Potassium Sulphate
7,23,35,19.75088482,7.054313823,102.5538035,pomegranate,Potassium Sulphate
12,20,39,19.86173586,6.026999326,111.0217929,pomegranate,Potassium Sulphate
4,19,43,18.07132963,5.779427402,106.3602023,pomegranate,Potassium Sulphate
3,9,45,23.89162561,6.535244251,104.617522,pomegranate,Potassium Sulphate
1,27,36,23.98598756,5.684995235,104.991282,pomegranate,Potassium Sulphate
23,30,44,20.93892916,6.12476108,103.0295938,pomegranate,Potassium Sulphate
24,21,42,20.82210727,6.999014379,109.4429934,pomegranate,Potassium Sulphate
13,30,37,20.86474944,6.277148771,106.8685636,pomegranate,Potassium Sulphate
40,11,44,24.45840036,6.322396027,111.3779693,pomegranate,Potassium Sulphate
21,9,40,24.51147697,5.956401828,105.6209954,pomegranate,Potassium Sulphate
3,27,44,24.56811204,6.591302797,110.9633894,pomegranate,Potassium Sulphate
40,29,42,24.63228709,7.104094929,110.6956184,pomegranate,Potassium Sulphate
14,25,40,20.07386547,6.407872061,103.7084055,pomegranate,Potassium Sulphate
38,14,37,21.80523051,6.658402594,102.6488846,pomegranate,Potassium Sulphate
34,9,36,22.8122645,6.276038961,110.4432293,pomegranate,Potassium Sulphate
32,14,37,22.73031253,6.825256236,104.6843243,pomegranate,Potassium Sulphate
18,21,35,23.2801227,6.368560522,111.1382096,pomegranate,Potassium Sulphate
8,23,38,19.30106297,7.005410734,105.4766591,pomegranate,Potassium Sulphate
15,6,41,19.0087067,6.897368477,108.6793978,pomegranate,Potassium Sulphate
0,5,36,24.35193812,6.152906502,105.529185,pomegranate,Potassium Sulphate
22,9,44,24.72235539,5.744361602,112.1926517,pomegranate,Potassium Sulphate
14,8,43,21.92513945,7.051654924,111.7162016,pomegranate,Potassium Sulphate
31,11,45,24.83954414,6.034612928,107.6435771,pomegranate,Potassium Sulphate
39,17,45,18.09691127,6.924490731,104.88189,pomegranate,Potassium Sulphate
10,5,42,20.24104904,6.887005997,109.2537734,pomegranate,Potassium Sulphate
8,28,38,23.22594,6.8444019,105.6917856,pomegranate,Potassium Sulphate
32,13,42,23.50128217,5.786058032,106.61905,pomegranate,Potassium Sulphate
18,9,40,19.44623085,5.627186257,106.1606833,pomegranate,Potassium Sulphate
20,27,41,20.51343484,5.700088663,110.5764023,pomegranate,Potassium Sulphate
39,25,36,18.90223032,5.567805185,107.6103211,pomegranate,Potassium Sulphate
20,7,45,18.90592319,6.077886012,112.4750941,pomegranate,Potassium Sulphate
11,10,45,22.63045168,6.397995609,109.0357597,pomegranate,Potassium Sulphate
40,18,43,19.38603815,5.767372539,109.9130984,pomegranate,Potassium Sulphate
3,26,39,24.38318965,7.079973241,103.6012114,pomegranate,Potassium Sulphate
9,16,36,23.77989026,5.893332378,106.977723,pomegranate,Potassium Sulphate
30,20,38,22.59890174,7.058222596,110.0932899,pomegranate,Potassium Sulphate
40,9,41,24.37766782,5.78270695,106.128338,pomegranate,Potassium Sulphate
40,30,35,20.89273273,6.269663963,104.4407083,pomegranate,Potassium Sulphate
32,25,35,18.09903225,5.892913826,107.0050976,pomegranate,Potassium Sulphate
33,23,45,20.00218987,7.116538883,112.337046,pomegranate,Potassium Sulphate
4,14,41,19.85139326,6.430163481,102.8186358,pomegranate,Potassium Sulphate
13,17,45,21.25433607,7.159520979,106.2784673,pomegranate,Potassium Sulphate
39,24,39,23.65374106,6.431265737,109.8076178,pomegranate,Potassium Sulphate
8,28,37,23.88404783,6.082571701,108.3121789,pomegranate,Potassium Sulphate
91,94,46,29.36792366,6.149934034,92.82840911,banana,Potassium Sulphate
105,95,50,27.33368994,5.849076099,101.0494791,banana,Potassium Sulphate
108,92,53,27.40053601,6.276800323,104.9378,banana,Potassium Sulphate
86,76,54,29.3159075,5.926824754,90.10978128,banana,Potassium Sulphate
80,77,49,26.05433004,5.519088423,113.2297373,banana,Potassium Sulphate
93,94,53,25.86632408,6.079178788,114.5357503,banana,Potassium Sulphate
90,92,55,27.00932084,6.13465588,97.32531705,banana,Potassium Sulphate
108,89,53,29.55054817,5.808497604,99.34482238,banana,Potassium Sulphate
108,88,55,26.28845991,5.891458107,113.8729798,banana,Potassium Sulphate
105,77,52,29.16226551,5.816622479,100.0075679,banana,Potassium Sulphate
118,88,52,28.65003945,5.843163161,98.75084366,banana,Potassium Sulphate
101,87,54,29.07311132,6.376756633,100.1692639,banana,Potassium Sulphate
95,75,50,28.08166093,5.623615687,118.2761894,banana,Potassium Sulphate
106,85,53,27.1994597,5.91505509,99.72430835,banana,Potassium Sulphate
86,95,49,28.05484146,6.458714879,108.3957179,banana,Potassium Sulphate
83,79,55,25.14748006,5.565028635,98.66679427,banana,Potassium Sulphate
85,95,47,25.94019018,6.211833161,119.84797,banana,Potassium Sulphate
109,79,45,27.66752761,6.490074429,108.66464,banana,Potassium Sulphate
100,76,45,25.56703012,5.590236025,102.7867717,banana,Potassium Sulphate
117,86,48,28.6956201,6.225225239,116.1616839,banana,Potassium Sulphate
114,94,53,26.33544853,6.190757459,118.6858263,banana,Potassium Sulphate
110,78,50,25.93730186,5.915568968,98.21747528,banana,Potassium Sulphate
94,70,48,25.13686519,6.195152442,91.46442491,banana,Potassium Sulphate
80,71,47,27.50527651,6.156373499,105.0776992,banana,Potassium Sulphate
114,79,51,26.21009246,6.313197204,112.0700033,banana,Potassium Sulphate
88,78,45,29.10403455,6.324270089,92.07835761,banana,Potassium Sulphate
112,73,48,29.2440638,5.707488987,90.66727868,banana,Potassium Sulphate
117,76,47,25.56202173,6.119216009,93.10247183,banana,Potassium Sulphate
111,87,48,26.3985515,5.571401169,98.16752001,banana,Potassium Sulphate
89,83,47,28.09577643,5.63127166,109.5408614,banana,Potassium Sulphate
93,91,47,27.84767901,6.101241579,117.2878912,banana,Potassium Sulphate
92,81,52,27.39341554,6.438137279,94.31102057,banana,Potassium Sulphate
105,74,45,25.14517635,6.098369122,119.218154,banana,Potassium Sulphate
102,71,48,28.65456263,5.695267822,102.4633775,banana,Potassium Sulphate
94,91,51,29.16093424,5.618094446,109.575944,banana,Potassium Sulphate
116,71,47,27.57278064,6.435785799,91.34276507,banana,Potassium Sulphate
117,79,49,25.40909896,6.176644228,112.9794804,banana,Potassium Sulphate
119,72,55,25.99069521,6.220643671,112.0777152,banana,Potassium Sulphate
99,73,53,26.29039046,5.871702211,118.6730366,banana,Potassium Sulphate
91,84,52,29.14827211,6.390741836,117.536781,banana,Potassium Sulphate
80,90,47,26.59743595,6.21084479,107.3944717,banana,Potassium Sulphate
101,70,48,25.36059237,6.012696655,116.5531455,banana,Potassium Sulphate
108,89,53,29.12036889,5.908770059,112.3982055,banana,Potassium Sulphate
100,80,52,27.53911354,6.049801781,110.3262123,banana,Potassium Sulphate
109,91,53,29.66727337,6.010095853,110.2511102,banana,Potassium Sulphate
82,78,46,25.05802193,5.738678895,110.4408803,banana,Potassium Sulphate
106,70,55,25.86824781,5.74055541,116.3019555,banana,Potassium Sulphate
90,86,52,25.85036988,5.793260262,119.0856171,banana,Potassium Sulphate
83,95,50,26.51682337,5.50947065,108.8547508,banana,Potassium Sulphate
119,90,48,28.66725136,5.986442306,118.2583441,banana,Potassium Sulphate
107,72,45,28.14938935,5.790768046,91.40508414,banana,Potassium Sulphate
116,81,55,26.42313317,5.915546415,95.12322062,banana,Potassium Sulphate
101,75,50,26.59386409,6.242528278,109.9825551,banana,Potassium Sulphate
93,81,50,27.71822477,6.036079266,102.2099836,banana,Potassium Sulphate
95,75,45,28.98333432,5.829898502,109.022564,banana,Potassium Sulphate
107,71,55,29.42017919,6.088064451,117.229079,banana,Potassium Sulphate
83,94,47,27.39872329,6.469370954,112.1355384,banana,Potassium Sulphate
102,73,54,26.4020227,5.720726906,111.0162259,banana,Potassium Sulphate
86,79,45,27.81251452,5.80766417,99.20961514,banana,Potassium Sulphate
117,86,53,25.19640218,5.703381728,115.8586081,banana,Potassium Sulphate
111,79,53,28.31193338,6.165001278,119.695765,banana,Potassium Sulphate
95,74,50,25.90113128,6.002481605,110.10323,banana,Potassium Sulphate
91,75,55,27.48612983,6.212369363,109.2768851,banana,Potassium Sulphate
93,83,46,29.38254012,5.765308943,109.2486647,banana,Potassium Sulphate
92,85,51,29.22118628,5.740764682,108.8616474,banana,Potassium Sulphate
104,80,54,27.09062164,5.879119455,110.1331182,banana,Potassium Sulphate
103,72,51,26.12643374,6.099478745,104.4812858,banana,Potassium Sulphate
92,75,45,29.01207743,5.674403359,90.43495443,banana,Potassium Sulphate
93,85,49,27.96799119,5.694243847,119.4765557,banana,Potassium Sulphate
120,87,52,28.0764455,5.905494703,118.9923573,banana,Potassium Sulphate
108,72,46,25.16278237,6.110844721,90.94554618,banana,Potassium Sulphate
105,88,54,25.78749808,6.020445317,114.2005455,banana,Potassium Sulphate
98,79,50,25.34119774,6.435917308,91.06493353,banana,Potassium Sulphate
111,88,55,29.44795403,5.505393833,96.45042585,banana,Potassium Sulphate
97,74,45,26.47522633,5.677719902,113.1161095,banana,Potassium Sulphate
95,82,48,27.39489579,5.719014989,92.78133617,banana,Potassium Sulphate
89,91,55,25.08347445,6.275572298,94.32961456,banana,Potassium Sulphate
89,85,55,26.6719835,6.275384607,91.73358569,banana,Potassium Sulphate
118,88,51,25.44926208,6.201911642,100.6619171,banana,Potassium Sulphate
101,92,45,28.22776705,5.758054257,98.00403016,banana,Potassium Sulphate
99,92,47,28.1279509,6.323933647,103.5045395,banana,Potassium Sulphate
82,77,46,28.9470467,5.901100841,95.83016448,banana,Potassium Sulphate
90,86,55,27.96236771,5.644486582,97.55986676,banana,Potassium Sulphate
95,88,52,28.00316034,6.235461772,94.68180316,banana,Potassium Sulphate
104,73,46,29.1400919,6.28236237,90.45142867,banana,Potassium Sulphate
102,73,52,27.9122104,6.356090905,90.24211529,banana,Potassium Sulphate
100,74,52,25.43480512,5.837258235,96.47800391,banana,Potassium Sulphate
94,89,48,28.55980972,5.653437902,111.0843029,banana,Potassium Sulphate
99,70,46,26.59580783,5.727469947,100.5123341,banana,Potassium Sulphate
112,87,48,27.19711623,6.200111068,99.46950465,banana,Potassium Sulphate
117,82,45,25.29391516,5.614471478,105.4220251,banana,Potassium Sulphate
96,86,51,29.90888522,6.257369799,91.99964712,banana,Potassium Sulphate
113,85,45,27.94972463,6.037430836,109.0921631,banana,Potassium Sulphate
105,93,46,25.01018457,5.760457558,108.3690513,banana,Potassium Sulphate
85,89,51,29.21144871,6.158164422,108.5501443,banana,Potassium Sulphate
108,94,47,27.35911627,6.387431383,90.81250457,banana,Potassium Sulphate
92,81,52,28.0106804,5.891413895,103.7040783,banana,Potassium Sulphate
110,71,54,28.67208915,5.725418961,94.37987496,banana,Potassium Sulphate
82,75,55,27.34585147,6.281069505,92.15524332,banana,Potassium Sulphate
117,81,53,29.50704598,5.507641778,98.12565829,banana,Potassium Sulphate
2,40,27,29.73770045,5.954626604,90.09586854,mango,Diammonium phosphate
39,24,31,33.55695561,4.757114897,98.67527561,mango,Diammonium phosphate
21,26,27,27.00315545,5.699586972,95.85118326,mango,Diammonium phosphate
25,22,25,33.56150184,5.977413803,95.70525913,mango,Diammonium phosphate
0,21,32,35.89855625,6.430139436,92.19721736,mango,Diammonium phosphate
20,19,35,34.17719782,6.113935087,98.00687989,mango,Diammonium phosphate
19,21,34,30.01592643,5.074272692,97.72843182,mango,Diammonium phosphate
18,17,31,31.74592134,5.667507706,93.75441586,mango,Diammonium phosphate
11,36,33,35.99009679,5.978634285,95.3713484,mango,Diammonium phosphate
30,28,30,31.86641378,5.064613314,98.46768642,mango,Diammonium phosphate
18,19,27,27.75518664,4.772385986,94.11213345,mango,Diammonium phosphate
23,23,27,34.72413192,5.161148592,97.31258083,mango,Diammonium phosphate
37,30,34,27.53907547,6.797779227,99.35408185,mango,Diammonium phosphate
11,27,30,27.69637763,6.39474303,89.85646496,mango,Diammonium phosphate
12,19,31,27.25373364,5.566704378,91.87312479,mango,Diammonium phosphate
3,28,33,30.33723921,5.755049971,94.42850522,mango,Diammonium phosphate
37,38,32,31.85744939,5.417340525,91.55845821,mango,Diammonium phosphate
26,37,30,35.39986338,6.166173834,97.41054011,mango,Diammonium phosphate
14,18,30,29.80747243,5.191265116,95.74606104,mango,Diammonium phosphate
40,16,35,34.16438906,4.954739564,98.33351125,mango,Diammonium phosphate
4,20,25,28.93270187,5.664587011,99.9834242,mango,Diammonium phosphate
36,25,33,27.98392787,5.548584852,99.61465679,mango,Diammonium phosphate
30,17,31,31.20478173,6.804437106,94.62954663,mango,Diammonium phosphate
28,37,28,32.13409675,6.097869767,98.63333684,mango,Diammonium phosphate
38,15,30,28.91862016,5.075504537,97.01331604,mango,Diammonium phosphate
12,37,30,31.09779147,4.546466109,90.28624348,mango,Diammonium phosphate
38,19,31,34.73823882,5.855119268,90.65022183,mango,Diammonium phosphate
8,33,29,29.98080499,6.442393461,91.82271568,mango,Diammonium phosphate
15,27,28,33.80398664,4.507523551,90.82549241,mango,Diammonium phosphate
34,16,25,30.07202564,6.10729559,92.09609766,mango,Diammonium phosphate
11,36,31,27.92063282,6.47544932,100.2585673,mango,Diammonium phosphate
33,29,34,31.40948821,6.832979509,92.99739415,mango,Diammonium phosphate
12,31,26,35.7877738,5.395275719,100.2160615,mango,Diammonium phosphate
12,34,28,33.36140093,6.13526938,98.81596545,mango,Diammonium phosphate
5,16,31,35.96054636,4.555688532,98.00644238,mango,Diammonium phosphate
1,30,29,28.33333307,6.434197756,91.67241761,mango,Diammonium phosphate
16,35,31,32.27652024,5.316875978,95.99487068,mango,Diammonium phosphate
35,18,26,31.99490489,5.279388967,97.38741498,mango,Diammonium phosphate
4,40,26,27.58258929,6.720041791,95.8445641,mango,Diammonium phosphate
9,29,34,29.38471637,5.72742254,100.8124659,mango,Diammonium phosphate
2,38,33,32.38697531,4.691396195,90.21633216,mango,Diammonium phosphate
26,32,32,30.91471455,6.810186079,90.14047759,mango,Diammonium phosphate
34,38,31,35.37775595,6.454045329,97.41586402,mango,Diammonium phosphate
5,32,33,32.32362177,5.842763773,93.36718816,mango,Diammonium phosphate
31,29,26,28.22373428,5.024124684,97.76832322,mango,Diammonium phosphate
34,34,35,27.27433181,6.422710539,95.257992,mango,Diammonium phosphate
36,19,32,27.10710832,4.94295037,92.37238878,mango,Diammonium phosphate
7,17,26,34.89226666,6.414526606,91.63074547,mango,Diammonium phosphate
38,15,27,33.7462686,6.777788126,92.26439205,mango,Diammonium phosphate
5,19,25,27.3511056,6.441328044,96.27792547,mango,Diammonium phosphate
37,36,26,32.89300162,4.650536197,94.49161372,mango,Diammonium phosphate
21,31,32,35.38598705,5.254532213,90.29643888,mango,Diammonium phosphate
37,36,27,27.5529736,5.910634533,90.40332704,mango,Diammonium phosphate
23,23,30,32.82141065,4.755273631,90.89173106,mango,Diammonium phosphate
36,26,26,30.17294105,6.814630246,95.23444287,mango,Diammonium phosphate
24,33,35,29.26382931,5.342866119,100.7586226,mango,Diammonium phosphate
26,18,30,32.06097197,6.336234624,96.59816497,mango,Diammonium phosphate
22,17,26,28.69818144,4.754435025,99.642454,mango,Diammonium phosphate
11,34,32,29.14305008,6.831706773,97.55155537,mango,Diammonium phosphate
